_id_fr,model_utac,commercial_name,ntic,hybrid,power_admin,power_max_kw,transmission,cons_urb_l100km,cons_extraurb_l100km,cons_mix_l100km,co2_g_km,co_g_km,hc_g_km,nox_g_km,hc_nox_g_km,pm_g_km,kerb_weight_min_kg,mkerb_weight_max_kg,champ_v9,date_maj,fuel_display_name,fuel_grp,segment_grp,segment_ord,body_type_display_name,body_type_grp,tvv_clean,e (g/km),m (kg),w (mm),at1 (mm),at2 (mm),ec (cm3),ep (KW),z (Wh/km),tvv_composite,_merge,brand_group,kw_comp,co2_comp,kg_comp,fuel_comp,fuel_agree,tvv_comp,model_comp,kw_delta,co2_delta,kg_delta,tv_comp,fuel_comp_display,fuel_comp_grp,kw_comp_imputed,co2_comp_imputed,nox_comps,nox_comps_imputed,co_comps,co_comps_imputed,match_steps,r_merged,n_eu_records,n_fr_configs
2153.0,S-MAX,S-MAX 2200 TDCi (200ch) FAP,M10FRDVP023A726,non,12.0,147.0,M 6,8.2,5.7,6.6,174.0,0.3,,0.155,0.2,0.0,1734.0,1734.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6KNWA1S7KKAQG,174.0,1810.0,2850.0,1588.0,1605.0,2179.0,147.0,,WA6KNWA1S7KKAQG,both,FORD,147,174,1734,GO,True,WA6KNWA1S7KKAQG,S MAX,0,0,76,WA6KNWA1S,Diesel,Diesel,False,False,0.155,False,0.3,False,Step 1: Exact TVV (T+Va+Ve),36.0,5,1
2154.0,S-MAX,S-MAX 1600 TDCi S&S (115ch) FAP,M10FRDVP023E730,non,6.0,85.0,M 6,5.9,4.9,5.2,139.0,0.2,,0.166,0.185,0.0,1703.0,1703.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6T1WB1S7CEAQG,139.0,1775.0,2850.0,1588.0,1605.0,1560.0,85.0,,WA6T1WB1S7CEAQG,both,FORD,85,139,1703,GO,True,WA6T1WB1S7CEAQG,S MAX,0,0,72,WA6T1WB1S,Diesel,Diesel,False,False,0.166,False,0.2,False,Step 1: Exact TVV (T+Va+Ve),177.0,9,1
2156.0,S-MAX,S-MAX 2000 SCTi (240ch) EcoBoost PowerShift,M10FRDVP0288076,non,15.0,176.0,A 6,11.5,6.5,8.3,194.0,0.731,0.072,0.033,,0.003,1676.0,1676.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Premium,4,Minivan / MPV,Van / MPV,WA6TPWA1S7NAAQL,194.0,1750.0,2850.0,1588.0,1605.0,1999.0,176.0,,WA6TPWA1S7NAAQL,both,FORD,176,194,1676,ES,True,WA6TPWA1S7NAAQL,S MAX,0,0,74,WA6TPWA1S,Petrol,Petrol,False,False,0.033,False,0.731,False,Step 1: Exact TVV (T+Va+Ve),7.0,2,1
2157.0,S-MAX,S-MAX 2000 TDCi (163ch) FAP,M10FRDVP028B079,non,9.0,120.0,M 6,6.5,4.7,5.3,139.0,0.34,,0.137,0.179,0.0,1690.0,1690.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6TXWA1S7HEAQG,143.0,1765.0,2850.0,1588.0,1605.0,1997.0,120.0,,WA6TXWA1S7HEAQG,both,FORD,120,139,1690,GO,True,WA6TXWA1S7HEAQG,S MAX,0,4,75,WA6TXWA1S,Diesel,Diesel,False,False,0.137,False,0.34,False,Step 1: Exact TVV (T+Va+Ve),222.0,7,1
2158.0,S-MAX,S-MAX 2000 TDCi (163ch) FAP PowerShift,M10FRDVP028C080,non,9.0,120.0,A 6,7.4,5.2,6.0,159.0,0.222,,0.177,0.203,0.0,1689.0,1689.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6TXWA1S7MJAQG,159.0,1760.0,2850.0,1588.0,1605.0,1997.0,120.0,,WA6TXWA1S7MJAQG,both,FORD,120,159,1689,GO,True,WA6TXWA1S7MJAQG,S MAX,0,0,71,WA6TXWA1S,Diesel,Diesel,False,False,0.177,False,0.222,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,223.0,9,1
2159.0,S-MAX,S-MAX 2000 TDCi (140ch) FAP,M10FRDVP028H085,non,8.0,103.0,M 6,6.5,4.7,5.3,139.0,0.34,,0.137,0.179,0.0,1690.0,1690.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6UFWA1S7HEAQG,143.0,1765.0,2850.0,1588.0,1605.0,1997.0,103.0,,WA6UFWA1S7HEAQG,both,FORD,103,139,1690,GO,True,WA6UFWA1S7HEAQG,S MAX,0,4,75,WA6UFWA1S,Diesel,Diesel,False,False,0.137,False,0.34,False,Step 1: Exact TVV (T+Va+Ve),1397.0,7,1
2160.0,S-MAX,S-MAX 2000 TDCi (140ch) FAP PowerShift,M10FRDVP028J086,non,8.0,103.0,A 6,7.4,5.2,6.0,159.0,0.222,,0.177,0.203,0.0,1689.0,1689.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Premium,4,Minivan / MPV,Van / MPV,WA6UFWA1S7MJAQG,159.0,1689.0,2850.0,1588.0,1605.0,1997.0,103.0,,WA6UFWA1S7MJAQG,both,FORD,103,159,1689,GO,True,WA6UFWA1S7MJAQG,S MAX,0,0,0,WA6UFWA1S,Diesel,Diesel,False,False,0.177,False,0.222,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,292.0,9,1
2161.0,TOURNEO,TOURNEO CUSTOM 300 L1H1 2200 TDCi (155ch),M10FRDVP025H864,non,9.0,114.0,M 6,7.3,6.1,6.5,172.0,0.663,,0.267,0.306,0.001,2136.0,2136.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Passenger Van,Van / MPV,FACCVFF1DBAD9AJAZCBAAUD,172.0,2216.0,2933.0,1756.0,1740.0,2198.0,114.0,,FACCVFF1DBAD9AJAZCBAAUD,both,FORD,114,172,2136,GO,True,FACCVFF1DBAD9AJAZCBAAUD,TOURNEO CUSTOM,0,0,80,FACCVFF1DBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),23.0,7,1
2162.0,TOURNEO,TOURNEO CUSTOM 300 L2H1 2200 TDCi (155ch),M10FRDVP025J865,non,9.0,114.0,M 6,7.3,6.1,6.5,172.0,0.663,,0.267,0.306,0.001,2160.0,2160.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Passenger Van,Van / MPV,FACCVFF1DBAD9AJCZCBAAUD,172.0,2279.0,3300.0,1756.0,1740.0,2198.0,114.0,,FACCVFF1DBAD9AJCZCBAAUD,both,FORD,114,172,2160,GO,True,FACCVFF1DBAD9AJCZCBAAUD,TOURNEO CUSTOM,0,0,119,FACCVFF1DBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,34.0,12,1
2163.0,TOURNEO,TOURNEO CUSTOM 300 L1H1 2200 TDCi (125ch),M10FRDVP025B883,non,8.0,92.0,M 6,7.3,6.1,6.5,172.0,0.663,,0.267,0.306,0.001,2136.0,2136.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Passenger Van,Van / MPV,FACCYFF1DBAD9AJAZCBAAUD,172.0,2196.0,2933.0,1756.0,1740.0,2198.0,92.0,,FACCYFF1DBAD9AJAZCBAAUD,both,FORD,92,172,2136,GO,True,FACCYFF1DBAD9AJAZCBAAUD,TOURNEO CUSTOM,0,0,60,FACCYFF1DBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),29.0,5,1
2164.0,TOURNEO,TOURNEO CUSTOM 300 L2H1 2200 TDCi (125ch),M10FRDVP025C884,non,8.0,92.0,M 6,7.3,6.1,6.5,172.0,0.663,,0.267,0.306,0.001,2160.0,2160.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Passenger Van,Van / MPV,FACCYFF1DBAD9AJCZCBAAUD,172.0,2259.0,3300.0,1756.0,1740.0,2198.0,92.0,,FACCYFF1DBAD9AJCZCBAAUD,both,FORD,92,172,2160,GO,True,FACCYFF1DBAD9AJCZCBAAUD,TOURNEO CUSTOM,0,0,99,FACCYFF1DBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,48.0,11,1
2165.0,TRANSIT,TRANSIT CUSTOM 300 L1H1 2200 TDCi (155ch),M10FRDVP025J866,non,9.0,114.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,1975.0,1975.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACCVFF1EBAD9AJAZCBAATD,168.0,2216.0,2933.0,1756.0,1740.0,2198.0,114.0,,FACCVFF1EBAD9AJAZCBAATD,both,FORD,114,168,1975,GO,True,FACCVFF1EBAD9AJAZCBAATD,TRANSIT CUSTOM,0,0,241,FACCVFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),4.0,4,2
2167.0,TRANSIT,TRANSIT CUSTOM 310 L2H1 2200 TDCi (155ch),M10FRDVP025M869,non,9.0,114.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,2057.0,2057.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACCVFF1EBAE9AJCZCBAATA,168.0,2268.0,3300.0,1756.0,1740.0,2198.0,114.0,,FACCVFF1EBAE9AJCZCBAATA,both,FORD,114,168,2057,GO,True,FACCVFF1EBAE9AJCZCBAATA,TRANSIT CUSTOM,0,0,211,FACCVFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,5.0,4,1
2168.0,TRANSIT,TRANSIT CUSTOM 330 L2H1 2200 TDCi (155ch),M10FRDVP025P871,non,9.0,114.0,M 6,8.3,6.1,6.9,181.0,0.59,,0.266,0.305,0.001,2083.0,2083.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACCVFF1EBAF9AMCZCBAAUA,181.0,2348.0,3300.0,1756.0,1740.0,2198.0,114.0,,FACCVFF1EBAF9AMCZCBAAUA,both,FORD,114,181,2083,GO,True,FACCVFF1EBAF9AMCZCBAAUA,TRANSIT CUSTOM,0,0,265,FACCVFF1EBA,Diesel,Diesel,False,False,0.266,False,0.59,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2169.0,TRANSIT,TRANSIT CUSTOM 300 L1H1 2200 TDCi (125ch),M10FRDVP025D885,non,8.0,92.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,1975.0,1975.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACCYFF1EBAD9AJAZCBAATD,168.0,2097.0,2933.0,1756.0,1740.0,2198.0,92.0,,FACCYFF1EBAD9AJAZCBAATD,both,FORD,92,168,1975,GO,True,FACCYFF1EBAD9AJAZCBAATD,TRANSIT CUSTOM,0,0,122,FACCYFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),39.0,18,2
2171.0,TRANSIT,TRANSIT CUSTOM 310 L2H1 2200 TDCi (125ch),M10FRDVP025G888,non,8.0,92.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,2057.0,2057.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACCYFF1EBAE9AJCZCBAATA,168.0,2199.0,3300.0,1756.0,1740.0,2198.0,92.0,,FACCYFF1EBAE9AJCZCBAATA,both,FORD,92,168,2057,GO,True,FACCYFF1EBAE9AJCZCBAATA,TRANSIT CUSTOM,0,0,142,FACCYFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,138.0,20,1
2173.0,TRANSIT,TRANSIT CUSTOM 300 L1H1 2200 TDCi (100ch),M10FRDVP025W904,non,6.0,74.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,1975.0,1975.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACDRFF1EBAD9AJAZCBAATD,168.0,2107.0,2933.0,1756.0,1740.0,2198.0,74.0,,FACDRFF1EBAD9AJAZCBAATD,both,FORD,74,168,1975,GO,True,FACDRFF1EBAD9AJAZCBAATD,TRANSIT CUSTOM,0,0,132,FACDRFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),85.0,9,2
2175.0,TRANSIT,TRANSIT CUSTOM 310 L2H1 2200 TDCi (100ch),M10FRDVP025Z907,non,6.0,74.0,M 6,7.1,6.0,6.4,168.0,0.663,,0.267,0.306,0.001,2057.0,2057.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FACDRFF1EBAE9AJCZCBAATA,168.0,2108.0,3300.0,1756.0,1740.0,2198.0,74.0,,FACDRFF1EBAE9AJCZCBAATA,both,FORD,74,168,2057,GO,True,FACDRFF1EBAE9AJCZCBAATA,TRANSIT CUSTOM,0,0,51,FACDRFF1EBA,Diesel,Diesel,False,False,0.267,False,0.663,False,Step 1: Exact TVV (T+Va+Ve),60.0,8,1
2183.0,TRANSIT,TOURNEO 2200 TDCi (140ch),M10FRDVP0183178,non,9.0,103.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.002,2015.0,2133.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FBE6UHFB1AB9ESGF,194.0,2015.0,2933.0,1745.0,1718.0,2198.0,103.0,,FBE6UHFB1AB9ESGF,both,FORD,103,194,2133,GO,True,FBE6UHFB1AB9ESGF,TRANSIT,0,0,118,FBE6UHFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2185.0,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi S&S (125ch),M10FRDVP0185180,non,8.0,92.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.022,2067.0,2183.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6CYFA1AB9ESGF,189.0,2099.0,2933.0,1757.0,1718.0,2198.0,92.0,,FDE6CYFA1AB9ESGF,both,FORD,92,189,2183,GO,True,FDE6CYFA1AB9ESGF,TRANSIT,0,0,84,FDE6CYFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),5.0,2,2
2199.0,TRANSIT,TRANSIT KOMBI 300CP 2200 TDCi (125ch),M10FRDVP018U194,non,8.0,92.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.022,2067.0,2183.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6CYFB1AC9ESGF,194.0,2111.0,2933.0,1757.0,1718.0,2198.0,92.0,,FDE6CYFB1AC9ESGF,both,FORD,92,194,2183,GO,True,FDE6CYFB1AC9ESGF,TRANSIT,0,0,72,FDE6CYFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),8.0,1,1
2204.0,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi (125ch),M10FRDVP018Z199,non,8.0,92.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.022,2093.0,2209.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6CYFB1BC9ESGF,194.0,2093.0,2933.0,1757.0,1718.0,2198.0,92.0,,FDE6CYFB1BC9ESGF,both,FORD,92,194,2209,GO,True,FDE6CYFB1BC9ESGF,TRANSIT,0,0,116,FDE6CYFB1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),4.0,2,1
2209.0,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi S&S (100ch),M10FRDVP0184204,non,7.0,74.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.022,2067.0,2183.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6DRFA1AB9ESGF,189.0,2099.0,2933.0,1757.0,1718.0,2198.0,74.0,,FDE6DRFA1AB9ESGF,both,FORD,74,189,2183,GO,True,FDE6DRFA1AB9ESGF,TRANSIT,0,0,84,FDE6DRFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),14.0,4,3
2214.0,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi S&S (100ch),M10FRDVP0189209,non,7.0,74.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.022,2093.0,2209.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6DRFA1BC9ESGF,189.0,2125.0,2933.0,1757.0,1718.0,2198.0,74.0,,FDE6DRFA1BC9ESGF,both,FORD,74,189,2209,GO,True,FDE6DRFA1BC9ESGF,TRANSIT,0,0,84,FDE6DRFA1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2217.0,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi (100ch),M10FRDVP018C212,non,7.0,74.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.022,2067.0,2183.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6DRFB1AB9ESGF,194.0,2093.0,2933.0,1757.0,1718.0,2198.0,74.0,,FDE6DRFB1AB9ESGF,both,FORD,74,194,2183,GO,True,FDE6DRFB1AB9ESGF,TRANSIT,0,0,90,FDE6DRFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),13.0,4,2
2228.0,TRANSIT,TRANSIT KOMBI 330CP 2200 TDCi (140ch),M10FRDVP018Z235,non,9.0,103.0,M 6,9.2,6.6,7.5,199.0,0.461,,0.268,0.306,0.025,2108.0,2224.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDE6UHFB1AD9ETGD,199.0,2182.0,2933.0,1757.0,1718.0,2198.0,103.0,,FDE6UHFB1AD9ETGD,both,FORD,103,199,2224,GO,True,FDE6UHFB1AD9ETGD,TRANSIT,0,0,42,FDE6UHFB1A,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2232.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (125ch),M10FRDVP018A246,non,8.0,92.0,M 6,8.1,6.3,7.0,184.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFA1AC9ESFF,184.0,2065.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFA1AC9ESFF,both,FORD,92,184,2227,GO,True,FDF6CYFA1AC9ESFF,TRANSIT,0,0,162,FDF6CYFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2233.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (125ch),M10FRDVP018B247,non,8.0,92.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFA1AC9ESGF,189.0,2176.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFA1AC9ESGF,both,FORD,92,189,2227,GO,True,FDF6CYFA1AC9ESGF,TRANSIT,0,0,51,FDF6CYFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),3.0,2,1
2239.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi S&S (125ch),M10FRDVP018N259,non,8.0,92.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFA1BC9ESGF,189.0,2092.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFA1BC9ESGF,both,FORD,92,189,2254,GO,True,FDF6CYFA1BC9ESGF,TRANSIT,0,0,162,FDF6CYFA1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),6.0,3,1
2244.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (125ch),M10FRDVP0187279,non,8.0,92.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFB1AC9ESGF,194.0,2170.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFB1AC9ESGF,both,FORD,92,194,2227,GO,True,FDF6CYFB1AC9ESGF,TRANSIT,0,0,57,FDF6CYFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2245.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (125ch),M10FRDVP0188280,non,8.0,92.0,M 6,8.9,6.6,7.5,197.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFB1AC9ESHF,197.0,2186.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFB1AC9ESHF,both,FORD,92,197,2227,GO,True,FDF6CYFB1AC9ESHF,TRANSIT,0,0,41,FDF6CYFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2248.0,TRANSIT,TRANSIT KOMBI 330MP 2200 TDCi (125ch),M10FRDVP018B283,non,8.0,92.0,M 6,9.4,6.7,7.7,203.0,0.461,,0.268,0.306,0.003,2057.0,2268.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFB1AD9ETHD,203.0,2191.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFB1AD9ETHD,both,FORD,92,203,2268,GO,True,FDF6CYFB1AD9ETHD,TRANSIT,0,0,77,FDF6CYFB1A,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2250.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi (125ch),M10FRDVP018U291,non,8.0,92.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFB1BC9ESGF,194.0,2099.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFB1BC9ESGF,both,FORD,92,194,2254,GO,True,FDF6CYFB1BC9ESGF,TRANSIT,0,0,155,FDF6CYFB1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),3.0,3,1
2251.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi (125ch),M10FRDVP018V292,non,8.0,92.0,M 6,8.9,6.6,7.5,197.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6CYFB1BC9ESHF,197.0,2213.0,3300.0,1757.0,1718.0,2198.0,92.0,,FDF6CYFB1BC9ESHF,both,FORD,92,197,2254,GO,True,FDF6CYFB1BC9ESHF,TRANSIT,0,0,41,FDF6CYFB1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2254.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (100ch),M10FRDVP018D310,non,7.0,74.0,M 6,8.1,6.3,7.0,184.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFA1AC9ESFF,184.0,2065.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFA1AC9ESFF,both,FORD,74,184,2227,GO,True,FDF6DRFA1AC9ESFF,TRANSIT,0,0,162,FDF6DRFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2255.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (100ch),M10FRDVP018E311,non,7.0,74.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFA1AC9ESGF,189.0,2161.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFA1AC9ESGF,both,FORD,74,189,2227,GO,True,FDF6DRFA1AC9ESGF,TRANSIT,0,0,66,FDF6DRFA1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),2.0,2,1
2257.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi S&S (100ch),M10FRDVP018J316,non,7.0,74.0,M 6,8.1,6.3,7.0,184.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFA1BC9ESFF,184.0,2179.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFA1BC9ESFF,both,FORD,74,184,2254,GO,True,FDF6DRFA1BC9ESFF,TRANSIT,0,0,75,FDF6DRFA1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2258.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi S&S (100ch),M10FRDVP018K317,non,7.0,74.0,M 6,8.3,6.5,7.2,189.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFA1BC9ESGF,189.0,2165.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFA1BC9ESGF,both,FORD,74,189,2254,GO,True,FDF6DRFA1BC9ESGF,TRANSIT,0,0,89,FDF6DRFA1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),7.0,2,1
2261.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (100ch),M10FRDVP018W329,non,7.0,74.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFB1AC9ESGF,194.0,2170.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFB1AC9ESGF,both,FORD,74,194,2227,GO,True,FDF6DRFB1AC9ESGF,TRANSIT,0,0,57,FDF6DRFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),2.0,2,1
