_id_fr,model_utac,commercial_name,ntic,hybrid,power_admin,power_max_kw,transmission,cons_urb_l100km,cons_extraurb_l100km,cons_mix_l100km,co2_g_km,co_g_km,hc_g_km,nox_g_km,hc_nox_g_km,pm_g_km,kerb_weight_min_kg,mkerb_weight_max_kg,champ_v9,date_maj,fuel_display_name,fuel_grp,segment_grp,segment_ord,body_type_display_name,body_type_grp,tvv_clean,e (g/km),m (kg),w (mm),at1 (mm),at2 (mm),ec (cm3),ep (KW),z (Wh/km),tvv_composite,_merge,brand_group,kw_comp,co2_comp,kg_comp,fuel_comp,fuel_agree,tvv_comp,model_comp,kw_delta,co2_delta,kg_delta,tv_comp,fuel_comp_display,fuel_comp_grp,kw_comp_imputed,co2_comp_imputed,nox_comps,nox_comps_imputed,co_comps,co_comps_imputed,match_steps,r_merged,n_eu_records,n_fr_configs
2262.0,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (100ch),M10FRDVP018X330,non,7.0,74.0,M 6,8.9,6.6,7.5,197.0,0.481,,0.25,0.284,0.002,2016.0,2227.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFB1AC9ESHF,197.0,2188.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFB1AC9ESHF,both,FORD,74,197,2227,GO,True,FDF6DRFB1AC9ESHF,TRANSIT,0,0,39,FDF6DRFB1A,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),3.0,2,1
2264.0,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi (100ch),M10FRDVP0182335,non,7.0,74.0,M 6,8.8,6.5,7.4,194.0,0.481,,0.25,0.284,0.002,2043.0,2254.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDF6DRFB1BC9ESGF,194.0,2144.0,3300.0,1757.0,1718.0,2198.0,74.0,,FDF6DRFB1BC9ESGF,both,FORD,74,194,2254,GO,True,FDF6DRFB1BC9ESGF,TRANSIT,0,0,110,FDF6DRFB1B,Diesel,Diesel,False,False,0.25,False,0.481,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2277.0,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi S&S (125ch),M10FRDVP018P419,non,8.0,92.0,M 6,8.8,6.7,7.5,197.0,0.461,,0.268,0.306,0.003,2138.0,2348.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDG6CYFA1CD9ETHD,197.0,2278.0,3750.0,1757.0,1718.0,2198.0,92.0,,FDG6CYFA1CD9ETHD,both,FORD,92,197,2348,GO,True,FDG6CYFA1CD9ETHD,TRANSIT,0,0,70,FDG6CYFA1C,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2278.0,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi (125ch),M10FRDVP018X427,non,8.0,92.0,M 6,9.2,6.6,7.5,199.0,0.461,,0.268,0.306,0.003,2110.0,2320.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDG6CYFB1BD9ETGD,199.0,2136.0,3750.0,1757.0,1718.0,2198.0,92.0,,FDG6CYFB1BD9ETGD,both,FORD,92,199,2320,GO,True,FDG6CYFB1BD9ETGD,TRANSIT,0,0,184,FDG6CYFB1B,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),2.0,2,1
2279.0,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi (125ch),M10FRDVP018Y428,non,8.0,92.0,M 6,9.4,6.7,7.7,203.0,0.461,,0.268,0.306,0.003,2110.0,2320.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDG6CYFB1BD9ETHD,203.0,2226.0,3750.0,1757.0,1718.0,2198.0,92.0,,FDG6CYFB1BD9ETHD,both,FORD,92,203,2320,GO,True,FDG6CYFB1BD9ETHD,TRANSIT,0,0,94,FDG6CYFB1B,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),5.0,1,1
2281.0,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi (125ch),M10FRDVP0186436,non,8.0,92.0,M 6,9.4,6.7,7.7,203.0,0.461,,0.268,0.306,0.003,2138.0,2348.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Minibus,Minibus,FDG6CYFB1CD9ETHD,203.0,2220.0,3750.0,1757.0,1718.0,2198.0,92.0,,FDG6CYFB1CD9ETHD,both,FORD,92,203,2348,GO,True,FDG6CYFB1CD9ETHD,TRANSIT,0,0,128,FDG6CYFB1C,Diesel,Diesel,False,False,0.268,False,0.461,False,Step 1: Exact TVV (T+Va+Ve),1.0,1,1
2290.0,ACCORD,ACCORD 2.4 i-VTEC S AT/Luxury AT,M10HNDVP000W252,non,12.0,148.0,A 5,12.0,6.3,8.4,195.0,0.126,0.04,0.014,,,1586.0,1672.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Sedan / Hatchback,Sedan / Hatchback,CU235,195.0,1629.0,2705.0,1585.0,1590.0,2354.0,148.0,,CU235,both,HONDA,148,195,1672,ES,True,CU235,ACCORD,0,0,43,CU23,Petrol,Petrol,False,False,0.014,False,0.126,False,Step 1: Exact TVV (T+Va+Ve),6.0,1,1
2298.0,ACCORD,ACCORD TOURER 2.4i-VTEC S AT/Luxury AT,M10HNDVP000N279,non,13.0,148.0,A 5,12.2,6.5,8.6,199.0,0.157,0.015,0.007,,,1639.0,1736.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,Station Wagon,Station Wagon,CW235,199.0,1688.0,2705.0,1585.0,1590.0,2354.0,148.0,,CW235,both,HONDA,148,199,1736,ES,True,CW235,ACCORD,0,0,48,CW23,Petrol,Petrol,False,False,0.007,False,0.157,False,Step 1: Exact TVV (T+Va+Ve),4.0,1,1
2307.0,CIVIC,CIVIC 5P 1.4 i-VTEC S Elegance,M10HNDVP0002319,non,5.0,73.0,M 6,6.7,4.7,5.4,129.0,0.379,0.042,0.015,,,1256.0,1343.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK142,129.0,1256.0,2595.0,1540.0,,1339.0,73.0,,FK142,both,HONDA,73,129,1343,ES,True,FK142,CIVIC,0,0,87,FK14,Petrol,Petrol,False,False,0.015,False,0.379,False,Step 1: Exact TVV (T+Va+Ve),91.0,5,1
2308.0,CIVIC,CIVIC 5P 1.4 i-VTEC S Executive,M10HNDVP0003320,non,6.0,73.0,M 6,6.7,4.8,5.5,131.0,0.358,0.044,0.014,,,1256.0,1343.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK143,131.0,1300.0,2595.0,1530.0,,1339.0,73.0,,FK143,both,HONDA,73,131,1343,ES,True,FK143,CIVIC,0,0,43,FK14,Petrol,Petrol,False,False,0.014,False,0.358,False,Step 1: Exact TVV (T+Va+Ve),146.0,3,1
2310.0,CIVIC,CIVIC 5P 1.8 i-VTEC Executive-Executive Navi-Exclusive & Exclusiv navi,M10HNDVP000X314,non,8.0,104.0,M 6,7.6,5.2,6.1,145.0,0.327,0.029,0.009,,,1341.0,1415.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK244,145.0,1378.0,2595.0,1530.0,,1798.0,104.0,,FK244,both,HONDA,104,145,1415,ES,True,FK244,CIVIC,0,0,37,FK24,Petrol,Petrol,False,False,0.009,False,0.327,False,Step 1: Exact TVV (T+Va+Ve),253.0,4,1
2312.0,CIVIC,CIVIC 5P 1.8 i-VTEC Exclusive AT & Exclusive Navi & Exclusive Navi AT,M10HNDVP0000317,non,8.0,104.0,A 5,8.7,5.0,6.4,150.0,0.304,0.037,0.01,,,1313.0,1449.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK247,150.0,1381.0,2595.0,1530.0,,1798.0,104.0,,FK247,both,HONDA,104,150,1449,ES,True,FK247,CIVIC,0,0,68,FK24,Petrol,Petrol,False,False,0.01,False,0.304,False,Step 1: Exact TVV (T+Va+Ve),129.0,3,1
2313.0,CIVIC,CIVIC 2.2 i-DTEC S & Elegance,M10HNDVP000S309,non,7.0,110.0,M 6,5.1,3.7,4.2,110.0,0.311,,0.143,0.171,0.0,1438.0,1558.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK321,110.0,1498.0,2595.0,1540.0,,2199.0,110.0,,FK321,both,HONDA,110,110,1558,GO,True,FK321,CIVIC,0,0,60,FK32,Diesel,Diesel,False,False,0.143,False,0.311,False,Step 1: Exact TVV (T+Va+Ve),58.0,1,1
2314.0,CIVIC,CIVIC 2.2 i-DTEC Executive/Executive Navi/Exclusive/Exclusive Navi/Innova/Pack design & Navi,M10HNDVP000T310,non,8.0,110.0,M 6,5.2,3.9,4.4,115.0,0.241,,0.149,0.172,0.0,1438.0,1558.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,FK322,115.0,1498.0,2595.0,1530.0,,2199.0,110.0,,FK322,both,HONDA,110,115,1558,GO,True,FK322,CIVIC,0,0,60,FK32,Diesel,Diesel,False,False,0.149,False,0.241,False,Step 1: Exact TVV (T+Va+Ve),798.0,3,1
2316.0,CR-V,CR-V 2.0 i-VTEC 2WD Comfort-Elegance-Elegance Navi.,M10HNDVP000K373,non,9.0,114.0,M 6,8.9,6.2,7.2,168.0,0.373,0.036,0.011,,,1527.0,1579.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE531,168.0,1553.0,2630.0,1570.0,1580.0,1997.0,114.0,,RE531,both,HONDA,114,168,1579,ES,True,RE531,CR V,0,0,26,RE53,Petrol,Petrol,False,False,0.011,False,0.373,False,Step 1: Exact TVV (T+Va+Ve),193.0,3,1
2317.0,CR-V,CR-V 2.0 4WD Elegance Navi AT,M10HNDVP000N376,non,9.0,114.0,A 5,10.0,6.0,7.5,175.0,0.359,0.035,0.005,,,1613.0,1723.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE543,175.0,1668.0,2630.0,1570.0,1580.0,1997.0,114.0,,RE543,both,HONDA,114,175,1723,ES,True,RE543,CR V,0,0,55,RE54,Petrol,Petrol,False,False,0.005,False,0.359,False,Step 1: Exact TVV (T+Va+Ve),23.0,3,1
2318.0,CR-V,CR-V 2.0 i-VTEC 4WD Executive Navi AT-Exclusive Navi AT,M10HNDVP000P377,non,9.0,114.0,A 5,10.1,6.2,7.7,179.0,0.342,0.04,0.007,,,1613.0,1723.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE544,179.0,1668.0,2630.0,1570.0,1580.0,1997.0,114.0,,RE544,both,HONDA,114,179,1723,ES,True,RE544,CR V,0,0,55,RE54,Petrol,Petrol,False,False,0.007,False,0.342,False,Step 1: Exact TVV (T+Va+Ve),195.0,3,1
2319.0,CR-V,CR-V 2.2 i-CTDi Luxury/Sélection/Ultimate Edition (ancienne génération 2012),M10HNDVP0001160,non,9.0,110.0,M 6,8.0,5.6,6.5,171.0,0.209,,0.154,0.178,0.001,1722.0,1722.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE621,171.0,1722.0,2630.0,1570.0,1585.0,2199.0,110.0,,RE621,both,HONDA,110,171,1722,GO,True,RE621,CR V,0,0,0,RE62,Diesel,Diesel,False,False,0.154,False,0.209,False,Step 1: Exact TVV (T+Va+Ve),93.0,1,1
2320.0,CR-V,CR-V 2.2 i-CTDi Luxury AT/Innova AT/Sélection AT/Ultimate Edition AT (ancienne génération 2012),M10HNDVP0002161,non,9.0,110.0,A 5,9.5,6.2,7.4,195.0,0.142,,0.136,0.155,0.001,1782.0,1782.0,715/2007*692/2008EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE622,195.0,1782.0,2630.0,1570.0,1585.0,2199.0,110.0,,RE622,both,HONDA,110,195,1782,GO,True,RE622,CR V,0,0,0,RE62,Diesel,Diesel,False,False,0.136,False,0.142,False,Step 1: Exact TVV (T+Va+Ve),3.0,2,1
2321.0,CR-V,CR-V 2.2 i-DTEC 4WD Comfort-Elégance-Elégance Navi,M10HNDVP000P378,non,8.0,110.0,M 6,6.5,5.1,5.6,149.0,0.148,,0.125,0.154,0.0,1723.0,1823.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE631,149.0,1773.0,2630.0,1570.0,1580.0,2199.0,110.0,,RE631,both,HONDA,110,149,1823,GO,True,RE631,CR V,0,0,50,RE63,Diesel,Diesel,False,False,0.125,False,0.148,False,Step 1: Exact TVV (T+Va+Ve),298.0,3,1
2322.0,CR-V,CR-V 2.2 i-DTEC 4WD Executive-Executive Navi-Exclusive Navi,M10HNDVP000R379,non,8.0,110.0,M 6,6.7,5.3,5.8,154.0,0.136,,0.13,0.158,0.0,1723.0,1823.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE632,154.0,1723.0,2630.0,1570.0,1580.0,2199.0,110.0,,RE632,both,HONDA,110,154,1823,GO,True,RE632,CR V,0,0,100,RE63,Diesel,Diesel,False,False,0.13,False,0.136,False,Step 1: Exact TVV (T+Va+Ve),880.0,5,1
2323.0,CR-V,CR-V 2.2 i-DTEC 4WD Elégance Navi AT,M10HNDVP000R380,non,9.0,110.0,A 5,8.0,5.7,6.6,174.0,0.074,,0.114,0.128,0.0,1782.0,1876.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE633,174.0,1829.0,2630.0,1570.0,1580.0,2199.0,110.0,,RE633,both,HONDA,110,174,1876,GO,True,RE633,CR V,0,0,47,RE63,Diesel,Diesel,False,False,0.114,False,0.074,False,Step 1: Exact TVV (T+Va+Ve),49.0,2,1
2324.0,CR-V,CR-V 2.2 i-DTEC 4WD Executive Navi AT-Exclusive Navi AT-Innova AT,M10HNDVP000S381,non,9.0,110.0,A 5,8.2,6.0,6.8,180.0,0.058,,0.119,0.132,0.0,1782.0,1876.0,715/2007*459/2012EURO5,juin-13,Diesel,Diesel,Upper-Medium,3,SUV / Off-road,SUV / Off-road,RE634,180.0,1829.0,2630.0,1570.0,1580.0,2199.0,110.0,,RE634,both,HONDA,110,180,1876,GO,True,RE634,CR V,0,0,47,RE63,Diesel,Diesel,False,False,0.119,False,0.058,False,Step 1: Exact TVV (T+Va+Ve),851.0,3,1
2325.0,CR-Z,CRZ 1.5 i-VTEC S/Sport/Sport Pack métal/Edition limitée/Edition limité mate,M10HNDVP0007166,oui,6.0,84.0,M 6,6.1,4.4,5.0,117.0,0.138,0.013,0.017,,,1219.0,1270.0,715/2007*692/2008EURO5,juin-13,Hybrid Petrol,Electric/Hybrid,Lower-Medium,2,Coupe,Sport / Special,ZF111,117.0,1245.0,2425.0,1520.0,1500.0,1497.0,84.0,,ZF111,both,HONDA,84,117,1270,EH,False,ZF111,CR Z,0,0,25,ZF11,Hybrid Petrol,Electric/Hybrid,False,False,0.017,False,0.138,False,Step 1: Exact TVV (T+Va+Ve),45.0,2,2
2327.0,CR-Z,CRZ 1.5 i-VTEC GT et i-VTEC Luxury,M10HNDVP000W385,oui,6.0,89.0,M 6,6.1,4.7,5.2,122.0,0.189,0.017,0.011,,,1231.0,1282.0,715/2007*459/2012EURO5,juin-13,Hybrid Petrol,Electric/Hybrid,Lower-Medium,2,Coupe,Sport / Special,ZF122,122.0,1257.0,2425.0,1520.0,1500.0,1497.0,89.0,,ZF122,both,HONDA,89,122,1282,EH,False,ZF122,CR Z,0,0,25,ZF12,Hybrid Petrol,Electric/Hybrid,False,False,0.011,False,0.189,False,Step 1: Exact TVV (T+Va+Ve),77.0,2,1
2328.0,INSIGHT,INSIGHT 1.3 i-VTEC Executive,M10HNDVP000J300,oui,4.0,65.0,V 0,4.3,4.0,4.1,96.0,0.075,0.015,0.007,,,1276.0,1315.0,715/2007*692/2008EURO5,juin-13,Hybrid Petrol,Electric/Hybrid,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,ZE215,96.0,1296.0,2545.0,1485.0,1475.0,1339.0,65.0,,ZE215,both,HONDA,65,96,1315,EH,False,ZE215,INSIGHT,0,0,19,ZE21,Hybrid Petrol,Electric/Hybrid,False,False,0.007,False,0.075,False,Step 1: Exact TVV (T+Va+Ve),15.0,2,1
2329.0,INSIGHT,INSIGHT 1.3 i-VTEC Executive Navi,M10HNDVP000K301,oui,4.0,65.0,V 0,4.5,4.2,4.3,99.0,0.071,0.012,0.007,,,1276.0,1315.0,715/2007*692/2008EURO5,juin-13,Hybrid Petrol,Electric/Hybrid,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,ZE216,99.0,1276.0,2545.0,1485.0,1475.0,1339.0,65.0,,ZE216,both,HONDA,65,99,1315,EH,False,ZE216,INSIGHT,0,0,39,ZE21,Hybrid Petrol,Electric/Hybrid,False,False,0.007,False,0.071,False,Step 1: Exact TVV (T+Va+Ve),87.0,3,1
2333.0,JAZZ,JAZZ 1.2 i-VTEC S & Elégance,M10HNDVP0002222,non,5.0,66.0,M 5,6.6,4.6,5.3,123.0,0.384,0.047,0.012,,,1119.0,1142.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Minivan / MPV,Van / MPV,GG233,123.0,1119.0,2495.0,1495.0,1475.0,1198.0,66.0,,GG233,both,HONDA,66,123,1142,ES,True,GG233,JAZZ,0,0,23,GG23,Petrol,Petrol,False,False,0.012,False,0.384,False,Step 1: Exact TVV (T+Va+Ve),665.0,6,3
2334.0,JAZZ,JAZZ 1.4 i-VTEC Elegance/Luxury,M10HNDVP000D233,non,5.0,73.0,M 5,6.6,4.8,5.5,126.0,0.408,0.043,0.016,,,1123.0,1184.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Minivan / MPV,Van / MPV,GG335,126.0,1154.0,2495.0,1495.0,1475.0,1339.0,73.0,,GG335,both,HONDA,73,126,1184,ES,True,GG335,JAZZ,0,0,30,GG33,Petrol,Petrol,False,False,0.016,False,0.408,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,67.0,4,2
2336.0,JAZZ,JAZZ 1.4 i-VTEC SI,M10HNDVP0009362,non,5.0,73.0,M 5,6.7,4.9,5.6,129.0,0.377,0.043,0.018,,,1123.0,1184.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Minivan / MPV,Van / MPV,GG345,129.0,1154.0,2495.0,1480.0,1460.0,1339.0,73.0,,GG345,both,HONDA,73,129,1184,ES,True,GG345,JAZZ,0,0,30,GG34,Petrol,Petrol,False,False,0.018,False,0.377,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,599.0,6,2
2340.0,JAZZ,JAZZ 1.3 i-VTEC Hybrid Luxury/Exclusive,M10HNDVP0001221,oui,4.0,65.0,V 0,4.6,4.4,4.5,104.0,0.07,0.012,0.003,,,1234.0,1281.0,715/2007*692/2008EURO5,juin-13,Hybrid Petrol,Electric/Hybrid,Low/Economy,1,Minivan / MPV,Van / MPV,GP111,104.0,1258.0,2495.0,1495.0,1475.0,1339.0,65.0,,GP111,both,HONDA,65,104,1281,EH,False,GP111,JAZZ HYBRID,0,0,23,GP11,Hybrid Petrol,Electric/Hybrid,False,False,0.003,False,0.07,False,Step 1: Exact TVV (T+Va+Ve),29.0,1,1
2341.0,GENESIS,Nouveau GENESIS Coupe 3.8 V6 GDI (350ch) PACK Premium,M10HMCVP0009910,non,25.0,255.0,A 8,15.1,7.0,10.0,235.0,0.787,0.042,0.006,,,1646.0,1697.0,715/2007*566/2011EURO5,mars-13,Petrol,Petrol,Premium,4,Coupe,Sport / Special,BK38D4P32A81AZ1,235.0,1697.0,2820.0,1605.0,1625.0,3778.0,255.0,,BK38D4P32A81AZ1,both,HYUNDAI,255,235,1697,ES,True,BK38D4P32A81AZ1,GENESIS,0,0,0,BK38D4P32,Petrol,Petrol,False,False,0.006,False,0.787,False,Step 1: Exact TVV (T+Va+Ve),8.0,1,1
2342.0,I 10,i10 1.1,M10HMCVP000L534,non,4.0,50.8,M 5,5.8,4.1,4.7,110.0,0.381,0.018,0.031,,,980.0,1066.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PAF5P41M55AZ1,110.0,1066.0,2380.0,1400.0,1385.0,1086.0,50.0,,PAF5P41M55AZ1,both,HYUNDAI,51,110,1066,ES,True,PAF5P41M55AZ1,I 10,1,0,0,PAF5P41,Petrol,Petrol,False,False,0.031,False,0.381,False,Step 1: Exact TVV (T+Va+Ve),119.0,1,1
2343.0,I 10,i10 1.2 PACK Sensation A,M10HMCVP000N536,non,5.0,62.5,A 4,6.8,4.7,5.5,129.0,0.32,0.044,0.011,,,1015.0,1085.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PAF5P51A42CZ1,129.0,1085.0,2380.0,1400.0,1385.0,1248.0,62.0,,PAF5P51A42CZ1,both,HYUNDAI,62,129,1085,ES,True,PAF5P51A42CZ1,I 10,0,0,0,PAF5P51,Petrol,Petrol,False,False,0.011,False,0.32,False,Step 1: Exact TVV (T+Va+Ve),191.0,1,1
2344.0,I 10,i10 1.2 PACK Evidence / Inventive / Sensation / Intuitive & Style,M10HMCVP000P537,non,4.0,62.5,M 5,5.6,4.1,4.6,108.0,0.426,0.043,0.025,,,985.0,1071.0,715/2007*692/2008EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PAF5P51M56AZ1,108.0,1071.0,2380.0,1400.0,1385.0,1248.0,62.0,,PAF5P51M56AZ1,both,HYUNDAI,62,108,1071,ES,True,PAF5P51M56AZ1,I 10,0,0,0,PAF5P51,Petrol,Petrol,False,False,0.025,False,0.426,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,1872.0,3,1
2345.0,I 20,Nouvelle i20 1.4 (100ch) PACK Sensation BVA,M10HMCVP001G007,non,6.0,73.6,A 4,8.1,4.8,6.0,140.0,0.47,0.038,0.012,,,1131.0,1241.0,715/2007*566/2011EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PBF5P51A41BZ1,140.0,1241.0,2525.0,1503.0,1501.0,1396.0,73.0,,PBF5P51A41BZ1,both,HYUNDAI,74,140,1241,ES,True,PBF5P51A41BZ1,I 20,1,0,0,PBF5P51,Petrol,Petrol,False,False,0.012,False,0.47,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,19.0,3,1
2346.0,I 20,Nouvelle i20 1.1 CRDi (75ch) PACK Inventive / Sensation,M10HMCVP000K957,non,4.0,55.0,M 6,4.6,3.4,3.8,99.0,0.297,,0.135,0.166,0.0,1155.0,1272.0,715/2007*566/2011EURO5,mars-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PBTF5D101M65AZ1,99.0,1155.0,2525.0,1503.0,1501.0,1120.0,55.0,,PBTF5D101M65AZ1,both,HYUNDAI,55,99,1272,GO,True,PBTF5D101M65AZ1,I 20,0,0,117,PBTF5D101,Diesel,Diesel,False,False,0.135,False,0.297,False,Step 1: Exact TVV (T+Va+Ve),2142.0,2,1
2347.0,I 20,Nouvelle i20 1.1 CRDi (75ch) PACK Evidence Blue Drive,M10HMCVP000M959,non,4.0,55.0,M 6,3.6,3.0,3.2,84.0,0.297,,0.135,0.166,0.0,1155.0,1272.0,715/2007*566/2011EURO5,mars-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PBTF5D111M66CZ1,84.0,1272.0,2525.0,1495.0,1493.0,1120.0,55.0,,PBTF5D111M66CZ1,both,HYUNDAI,55,84,1272,GO,True,PBTF5D111M66CZ1,I 20,0,0,0,PBTF5D111,Diesel,Diesel,False,False,0.135,False,0.297,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,126.0,2,1
2348.0,I 20,Nouvelle i20 1.4 CRDi (90ch) PACK Sensation / Premium,M10HMCVP000G953,non,5.0,66.0,M 6,4.9,3.6,4.1,106.0,0.304,,0.131,0.156,0.002,1190.0,1307.0,715/2007*566/2011EURO5,mars-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PBTF5D61M62AZ1,106.0,1307.0,2525.0,1503.0,1501.0,1396.0,66.0,,PBTF5D61M62AZ1,both,HYUNDAI,66,106,1307,GO,True,PBTF5D61M62AZ1,I 20,0,0,0,PBTF5D61,Diesel,Diesel,False,False,0.131,False,0.304,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,287.0,2,1
2349.0,I 20,Nouvelle i20 1.2 PACK Evidence / Inventive / Sensation,M10HMCVP000R963,non,5.0,62.5,M 5,6.1,4.2,4.9,114.0,0.457,0.037,0.018,,,1045.0,1158.0,715/2007*566/2011EURO5,mars-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,PBTF5P71M51AZ1,114.0,1158.0,2525.0,1503.0,1501.0,1248.0,62.0,,PBTF5P71M51AZ1,both,HYUNDAI,62,114,1158,ES,True,PBTF5P71M51AZ1,I 20,0,0,0,PBTF5P71,Petrol,Petrol,False,False,0.018,False,0.457,False,Step 1: Exact TVV (T+Va+Ve),3233.0,1,1
2350.0,I 30,i30 1.6 CRDi (128ch) PACK Premium 3P,M10HMCVP001W192,non,6.0,94.0,M 6,5.2,3.8,4.3,114.0,0.129,,0.142,0.163,0.001,1365.0,1496.0,715/2007*566/2011EURO5,mars-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,GDHB3D31M66DZ1,114.0,1496.0,2650.0,1569.0,1557.0,1582.0,94.0,,GDHB3D31M66DZ1,both,HYUNDAI,94,114,1496,GO,True,GDHB3D31M66DZ1,I 30,0,0,0,GDHB3D31,Diesel,Diesel,False,False,0.142,False,0.129,False,Step 1: Exact TVV (T+Va+Ve),110.0,3,1
2351.0,I 30,i30 1.6 CRDi (110ch) PACK Inventive Limited / Panoramic Sunsation 3P,M10HMCVP001E199,non,6.0,81.0,M 6,5.2,3.8,4.3,114.0,0.129,,0.142,0.163,0.001,1365.0,1496.0,715/2007*566/2011EURO5,mars-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,GDHB3D51M66DZ1,114.0,1496.0,2650.0,1569.0,1557.0,1582.0,81.0,,GDHB3D51M66DZ1,both,HYUNDAI,81,114,1496,GO,True,GDHB3D51M66DZ1,I 30,0,0,0,GDHB3D51,Diesel,Diesel,False,False,0.142,False,0.129,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,244.0,4,1
